Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,1174.949951,1183.199951,1160.150024,1165.599976,1161.959595,765951
2019-01-02,1170.000000,1179.099976,1154.199951,1161.000000,1157.373901,644385
2019-01-03,1162.650024,1171.949951,1145.550049,1156.550049,1152.937866,394040
2019-01-04,1156.199951,1156.550049,1133.400024,1143.199951,1139.629517,994803
2019-01-07,1125.050049,1150.099976,1105.599976,1113.750000,1110.271484,1022333
2019-01-08,1109.400024,1128.349976,1101.050049,1110.300049,1106.832275,987270
2019-01-09,1114.900024,1116.050049,1093.000000,1104.849976,1101.399292,744663
2019-01-10,1089.949951,1102.699951,1085.900024,1097.000000,1093.573853,767815
2019-01-11,1095.000000,1095.000000,1054.199951,1057.449951,1054.147339,1101746
2019-01-14,1058.000000,1086.000000,1052.550049,1081.650024,1078.271729,568052
2019-01-15,1077.000000,1091.000000,1061.550049,1082.949951,1079.567627,836824
2019-01-16,1081.699951,1146.000000,1074.750000,1136.550049,1133.000366,1683696
2019-01-17,1138.000000,1141.000000,1101.500000,1112.900024,1109.424194,1059208
2019-01-18,1104.900024,1118.500000,1068.099976,1076.000000,1072.639404,910406
2019-01-21,1072.000000,1079.400024,1055.349976,1062.949951,1059.630127,626146
2019-01-22,1055.800049,1130.000000,1046.650024,1120.650024,1117.150024,2241474
2019-01-23,1120.000000,1126.000000,1095.550049,1109.300049,1105.835449,1623993
2019-01-24,1072.099976,1189.000000,1072.099976,1178.550049,1174.869141,9697495
2019-01-25,1180.000000,1190.000000,1152.699951,1161.750000,1158.121582,2320373
2019-01-28,1157.199951,1181.949951,1143.250000,1171.300049,1167.641846,941099
2019-01-29,1170.000000,1198.900024,1165.300049,1184.650024,1180.950073,1141137
2019-01-30,1188.300049,1188.550049,1168.000000,1174.750000,1171.080933,605748
2019-01-31,1175.150024,1194.000000,1157.099976,1187.800049,1184.090332,992642
2019-02-01,1185.000000,1201.650024,1163.900024,1174.099976,1170.432983,766653
2019-02-04,1169.400024,1172.400024,1118.099976,1160.849976,1157.224365,521714
2019-02-05,1151.000000,1180.000000,1151.000000,1174.400024,1170.732056,469745
2019-02-06,1174.000000,1215.900024,1169.400024,1197.050049,1193.311401,919960
2019-02-07,1182.000000,1217.000000,1182.000000,1203.949951,1200.189697,649804
2019-02-08,1196.150024,1212.800049,1189.300049,1195.099976,1191.367432,366901
2019-02-11,1190.000000,1199.099976,1164.000000,1187.050049,1183.342651,555853
2019-02-12,1184.449951,1189.699951,1169.000000,1174.250000,1170.582520,532770
2019-02-14,1137.099976,1183.949951,1137.099976,1171.949951,1168.289673,879112
2019-02-15,1156.000000,1159.699951,1119.250000,1148.349976,1144.763428,902077
2019-02-18,1138.000000,1143.949951,1100.000000,1106.150024,1102.695313,1180377
2019-02-19,1096.099976,1122.949951,1091.500000,1101.050049,1097.611206,818737
2019-02-20,1105.000000,1149.500000,1086.500000,1140.000000,1136.439575,1643034
