Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,64.250000,67.250000,63.500000,64.650002,64.650002,4108
2019-01-02,64.050003,70.449997,64.000000,66.050003,66.050003,5173
2019-01-03,65.500000,65.500000,60.099998,62.400002,62.400002,8412
2019-01-04,63.450001,65.000000,61.700001,63.200001,63.200001,2097
2019-01-07,63.200001,65.900002,62.900002,62.950001,62.950001,1195
2019-01-08,63.049999,64.250000,60.500000,61.750000,61.750000,8074
2019-01-09,63.450001,65.000000,62.000000,64.750000,64.750000,2598
2019-01-10,65.449997,67.000000,62.000000,63.650002,63.650002,1699
2019-01-11,63.150002,63.950001,63.049999,63.400002,63.400002,155
2019-01-14,64.800003,64.800003,61.599998,63.549999,63.549999,243
2019-01-15,64.800003,64.849998,62.150002,63.349998,63.349998,1411
2019-01-16,64.449997,64.900002,61.700001,62.099998,62.099998,2271
2019-01-17,63.450001,64.550003,61.500000,63.000000,63.000000,2250
2019-01-18,62.000000,64.000000,61.650002,62.049999,62.049999,1920
2019-01-21,62.000000,63.500000,60.200001,61.150002,61.150002,1281
2019-01-22,61.349998,62.799999,59.000000,60.099998,60.099998,1615
2019-01-23,63.450001,63.450001,60.049999,60.650002,60.650002,1131
2019-01-24,62.000000,62.000000,59.200001,61.250000,61.250000,2429
2019-01-25,59.150002,62.000000,59.099998,60.349998,60.349998,1394
2019-01-28,58.599998,58.599998,54.450001,55.849998,55.849998,3717
2019-01-29,53.400002,56.599998,53.349998,55.200001,55.200001,2752
2019-01-30,55.049999,57.400002,54.000000,56.500000,56.500000,1167
2019-01-31,54.049999,58.000000,54.000000,57.950001,57.950001,51281
2019-02-01,59.450001,62.950001,58.000000,59.099998,59.099998,1993
2019-02-04,58.000000,62.500000,58.000000,58.099998,58.099998,785
2019-02-05,58.049999,59.500000,56.200001,58.849998,58.849998,1648
2019-02-06,57.000000,57.150002,54.099998,56.349998,56.349998,8569
2019-02-07,55.400002,57.599998,55.349998,56.150002,56.150002,3498
2019-02-08,56.049999,59.250000,54.000000,56.049999,56.049999,2059
2019-02-11,55.150002,57.700001,45.200001,49.599998,49.599998,21301
2019-02-12,48.200001,49.799999,47.000000,47.349998,47.349998,9400
2019-02-14,46.950001,51.799999,45.599998,50.700001,50.700001,5872
