Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,1063.824951,1075.500000,1052.800049,1074.050049,1060.455811,3186720
2019-01-02,1071.400024,1073.750000,1059.849976,1064.250000,1050.779663,4067116
2019-01-03,1062.099976,1064.125000,1051.500000,1055.900024,1042.535400,6385832
2019-01-04,1057.625000,1064.250000,1055.175049,1058.724976,1045.324585,3643560
2019-01-07,1063.849976,1067.675049,1059.000000,1060.324951,1046.904419,2693506
2019-01-08,1061.000000,1061.750000,1048.324951,1051.500000,1038.191040,4171730
2019-01-09,1059.000000,1060.675049,1051.300049,1058.400024,1045.003784,4284314
2019-01-10,1058.500000,1061.900024,1046.324951,1054.250000,1040.906250,3845770
2019-01-11,1056.900024,1062.000000,1054.000000,1055.949951,1042.584595,3204020
2019-01-14,1054.949951,1054.949951,1049.224976,1050.824951,1037.524658,2427580
2019-01-15,1052.525024,1063.250000,1051.000000,1060.949951,1047.521362,2543778
2019-01-16,1060.025024,1062.500000,1054.125000,1060.099976,1046.682251,2626226
2019-01-17,1062.625000,1067.949951,1056.675049,1066.150024,1052.655640,4120114
2019-01-18,1067.500000,1069.500000,1057.275024,1065.125000,1051.643555,2603988
2019-01-21,1069.974976,1083.250000,1063.250000,1074.074951,1060.480347,8780756
2019-01-22,1073.000000,1073.400024,1064.525024,1067.925049,1054.408203,4398488
2019-01-23,1067.000000,1067.925049,1050.724976,1052.699951,1039.375854,3812144
2019-01-24,1055.000000,1060.824951,1048.949951,1051.125000,1037.820801,5055786
2019-01-25,1046.500000,1055.000000,1045.000000,1048.000000,1034.735352,5631118
2019-01-28,1045.000000,1051.025024,1038.375000,1042.074951,1028.885376,7680218
2019-01-29,1039.125000,1041.500000,1026.500000,1028.800049,1015.778381,7381394
2019-01-30,1028.625000,1028.625000,1014.000000,1017.349976,1004.473328,9257080
2019-01-31,1015.500000,1044.875000,1011.000000,1039.974976,1026.811890,8289702
2019-02-01,1039.974976,1058.500000,1038.300049,1045.224976,1031.995483,7827094
2019-02-04,1047.500000,1056.500000,1041.324951,1052.449951,1039.129028,3969144
2019-02-05,1054.000000,1059.500000,1048.500000,1057.025024,1043.646118,4345144
2019-02-06,1058.125000,1063.500000,1056.800049,1061.324951,1047.891724,5437842
2019-02-07,1062.525024,1065.000000,1052.925049,1058.625000,1045.225830,3608654
2019-02-08,1056.000000,1072.474976,1053.324951,1061.324951,1047.891724,6117822
2019-02-11,1056.650024,1071.449951,1056.650024,1069.824951,1056.284058,3518182
2019-02-12,1069.000000,1074.000000,1062.400024,1064.849976,1051.372070,4886194
2019-02-14,1070.000000,1070.000000,1052.800049,1055.099976,1041.745483,3720694
2019-02-15,1053.675049,1054.050049,1039.099976,1050.324951,1037.030884,4208262
2019-02-18,1053.400024,1059.000000,1043.000000,1044.949951,1031.723877,3569372
2019-02-19,1044.849976,1054.074951,1039.099976,1042.025024,1028.836060,2634318
2019-02-20,1044.250000,1055.500000,1040.949951,1054.175049,1040.832275,2446250
2019-02-21,1050.849976,1059.974976,1046.800049,1057.949951,1044.559326,2630772
2019-02-22,1059.699951,1064.050049,1044.550049,1045.724976,1032.489136,4445354
2019-02-25,1047.574951,1064.974976,1047.574951,1062.699951,1049.249390,4070298
2019-02-26,1055.625000,1062.500000,1050.550049,1055.324951,1041.967651,4803714
2019-02-27,1058.050049,1062.224976,1044.074951,1046.125000,1032.884033,3515046
2019-02-28,1046.550049,1052.925049,1036.599976,1038.775024,1025.627197,5822688
2019-03-01,1043.125000,1050.449951,1038.500000,1041.675049,1028.490479,4676464
2019-03-05,1044.449951,1055.550049,1035.000000,1053.550049,1040.215210,5918638
2019-03-06,1055.000000,1055.150024,1045.275024,1052.125000,1038.808228,4229022
2019-03-07,1054.800049,1065.000000,1047.500000,1063.250000,1049.792480,5102426
2019-03-08,1057.525024,1065.000000,1054.724976,1064.099976,1050.631592,3526730
2019-03-11,1066.000000,1071.849976,1061.099976,1064.224976,1050.755005,4612054
2019-03-12,1073.500000,1087.500000,1068.500000,1085.500000,1071.760742,7548646
2019-03-13,1087.500000,1117.000000,1086.050049,1113.275024,1099.184204,28583174
2019-03-14,1122.425049,1123.750000,1105.300049,1112.375000,1098.295654,7689932
2019-03-15,1115.500000,1129.949951,1114.025024,1126.500000,1112.241699,6381544
2019-03-18,1130.949951,1145.824951,1123.500000,1130.724976,1116.413330,7179360
2019-03-19,1134.750000,1137.949951,1125.500000,1133.875000,1119.523438,5978996
2019-03-20,1134.500000,1150.000000,1130.525024,1149.500000,1134.950684,5855996
2019-03-22,1150.000000,1153.500000,1135.400024,1138.074951,1123.670166,15201940
2019-03-25,1130.000000,1143.925049,1126.500000,1140.650024,1126.212769,4599630
2019-03-26,1137.949951,1157.500000,1136.300049,1155.675049,1141.047485,5893424
2019-03-27,1159.275024,1164.025024,1139.525024,1149.724976,1135.172729,6942650
2019-03-28,1149.400024,1162.500000,1143.925049,1151.400024,1136.826660,9777164
2019-04-01,1162.625000,1166.000000,1152.300049,1155.900024,1141.269653,4823538
2019-04-02,1160.000000,1160.000000,1142.724976,1147.425049,1132.901978,5455248
2019-04-03,1146.050049,1158.000000,1144.125000,1146.375000,1131.865234,3829726
2019-04-04,1146.375000,1156.500000,1140.000000,1141.974976,1127.520874,4605776
2019-04-05,1143.900024,1156.875000,1141.000000,1152.800049,1138.208984,4175590
2019-04-08,1159.500000,1161.474976,1140.050049,1144.699951,1130.211304,3199066
2019-04-09,1148.300049,1151.500000,1133.500000,1143.625000,1129.150024,5388800
2019-04-10,1125.000000,1142.000000,1115.500000,1118.675049,1104.515747,54064350
2019-04-11,1122.449951,1131.500000,1118.474976,1128.750000,1114.463379,4396650
2019-04-12,1126.050049,1136.099976,1126.050049,1132.625000,1118.289307,4585222
2019-04-15,1135.000000,1146.449951,1132.175049,1144.400024,1129.915283,5109890
2019-04-16,1145.474976,1154.949951,1140.150024,1152.525024,1137.937378,4136888
2019-04-18,1156.500000,1157.525024,1144.000000,1146.824951,1132.309448,5307428
